ksic2,hs6,weight,ksic2_name
1,080440,0.3333333333333333,농업
1,080450,0.3333333333333333,농업
1,080510,0.3333333333333333,농업
1,080520,0.3333333333333333,농업
1,080521,0.3333333333333333,농업
1,080522,0.3333333333333333,농업
1,080529,0.3333333333333333,농업
1,080530,0.3333333333333333,농업
1,080540,0.3333333333333333,농업
1,080550,0.3333333333333333,농업
1,080590,0.3333333333333333,농업
1,080610,0.3333333333333333,농업
1,080620,0.3333333333333333,농업
1,080710,0.3333333333333333,농업
1,080711,0.3333333333333333,농업
1,080719,0.3333333333333333,농업
1,080720,0.3333333333333333,농업
1,080810,0.3333333333333333,농업
1,080820,0.3333333333333333,농업
1,080830,0.3333333333333333,농업
1,080840,0.3333333333333333,농업
1,080910,0.3333333333333333,농업
1,080920,0.3333333333333333,농업
1,080921,0.3333333333333333,농업
1,080929,0.3333333333333333,농업
1,080930,0.3333333333333333,농업
1,080940,0.3333333333333333,농업
1,081010,0.3333333333333333,농업
1,081020,0.3333333333333333,농업
1,081030,0.3333333333333333,농업
1,081040,0.3333333333333333,농업
1,081050,0.3333333333333333,농업
1,081060,0.3333333333333333,농업
1,081070,0.3333333333333333,농업
1,081090,0.3333333333333333,농업
1,090411,0.3333333333333333,농업
1,090412,0.3333333333333333,농업
1,090420,0.3333333333333333,농업
1,090421,0.3333333333333333,농업
1,090422,0.3333333333333333,농업
1,090500,0.3333333333333333,농업
1,090510,0.3333333333333333,농업
1,090520,0.3333333333333333,농업
1,090610,0.3333333333333333,농업
1,090611,0.3333333333333333,농업
1,090619,0.3333333333333333,농업
1,090620,0.3333333333333333,농업
1,090700,0.3333333333333333,농업
1,090710,0.3333333333333333,농업
1,090720,0.3333333333333333,농업
1,090810,0.3333333333333333,농업
1,090811,0.3333333333333333,농업
1,090812,0.3333333333333333,농업
1,090820,0.3333333333333333,농업
1,090821,0.3333333333333333,농업
1,090822,0.3333333333333333,농업
1,090830,0.3333333333333333,농업
1,090831,0.3333333333333333,농업
1,090832,0.3333333333333333,농업
1,090910,0.3333333333333333,농업
1,090920,0.3333333333333333,농업
1,090921,0.3333333333333333,농업
1,090922,0.3333333333333333,농업
1,090930,0.3333333333333333,농업
1,090931,0.3333333333333333,농업
1,090932,0.3333333333333333,농업
1,090940,0.3333333333333333,농업
1,090950,0.3333333333333333,농업
1,090961,0.3333333333333333,농업
1,090962,0.3333333333333333,농업
1,091010,0.3333333333333333,농업
1,091011,0.3333333333333333,농업
1,091012,0.3333333333333333,농업
1,091020,0.3333333333333333,농업
1,091030,0.3333333333333333,농업
1,091040,0.3333333333333333,농업
1,091050,0.3333333333333333,농업
1,091091,0.3333333333333333,농업
1,091099,0.3333333333333333,농업
1,100110,0.3333333333333333,농업
1,100111,0.3333333333333333,농업
1,100119,0.3333333333333333,농업
1,100190,0.3333333333333333,농업
1,100191,0.3333333333333333,농업
1,100199,0.3333333333333333,농업
1,100200,0.3333333333333333,농업
1,100210,0.3333333333333333,농업
1,100290,0.3333333333333333,농업
1,100300,0.3333333333333333,농업
1,100310,0.3333333333333333,농업
1,100390,0.3333333333333333,농업
1,100400,0.3333333333333333,농업
1,100410,0.3333333333333333,농업
1,100490,0.3333333333333333,농업
1,100510,0.3333333333333333,농업
1,100590,0.3333333333333333,농업
1,100610,0.3333333333333333,농업
1,100700,0.3333333333333333,농업
1,100710,0.3333333333333333,농업
1,100790,0.3333333333333333,농업
1,100810,0.3333333333333333,농업
1,100820,0.3333333333333333,농업
1,100821,0.3333333333333333,농업
1,100829,0.3333333333333333,농업
1,100830,0.3333333333333333,농업
1,100840,0.3333333333333333,농업
1,100850,0.3333333333333333,농업
1,100860,0.3333333333333333,농업
1,100890,0.3333333333333333,농업
1,120100,0.3333333333333333,농업
1,120110,0.3333333333333333,농업
1,120190,0.3333333333333333,농업
1,120210,0.3333333333333333,농업
1,120220,0.3333333333333333,농업
1,120230,0.3333333333333333,농업
1,120241,0.3333333333333333,농업
1,120300,0.3333333333333333,농업
1,120400,0.3333333333333333,농업
1,120500,0.3333333333333333,농업
1,120510,0.3333333333333333,농업
1,120590,0.3333333333333333,농업
1,120600,0.3333333333333333,농업
1,120710,0.3333333333333333,농업
1,120720,0.3333333333333333,농업
1,120721,0.3333333333333333,농업
1,120729,0.3333333333333333,농업
1,120730,0.3333333333333333,농업
1,120740,0.3333333333333333,농업
1,120750,0.3333333333333333,농업
1,120760,0.3333333333333333,농업
1,120770,0.3333333333333333,농업
1,120791,0.3333333333333333,농업
1,120792,0.3333333333333333,농업
1,120799,0.3333333333333333,농업
1,120910,0.3333333333333333,농업
1,120911,0.3333333333333333,농업
1,120919,0.3333333333333333,농업
1,120921,0.3333333333333333,농업
1,120922,0.3333333333333333,농업
1,120923,0.3333333333333333,농업
1,120924,0.3333333333333333,농업
1,120925,0.3333333333333333,농업
1,120926,0.3333333333333333,농업
1,120929,0.3333333333333333,농업
1,120930,0.3333333333333333,농업
1,120991,0.3333333333333333,농업
1,120999,0.3333333333333333,농업
1,121010,0.3333333333333333,농업
1,121110,0.3333333333333333,농업
1,121120,0.3333333333333333,농업
1,121130,0.3333333333333333,농업
1,121140,0.3333333333333333,농업
1,121150,0.3333333333333333,농업
1,121160,0.3333333333333333,농업
1,121190,0.3333333333333333,농업
1,130110,0.3333333333333333,농업
1,130120,0.3333333333333333,농업
