year,sido_raw,sgg_raw,raw_code,is_missing,n_deaths
2003,33,020,33020,False,1413
2003,33,030,33030,False,870
2003,33,310,33310,False,1097
2003,33,320,33320,False,464
2003,33,330,33330,False,598
2003,33,340,33340,False,564
2003,33,350,33350,False,493
2003,33,360,33360,False,516
2003,33,370,33370,False,807
2003,33,380,33380,False,353
2003,33,390,33390,False,220
2003,34,010,34010,False,1943
2003,34,020,34020,False,1134
2003,34,030,34030,False,902
2003,34,040,34040,False,1224
2003,34,050,34050,False,959
2003,34,060,34060,False,1190
2003,34,070,34070,False,106
2003,34,310,34310,False,622
2003,34,320,34320,False,701
2003,34,330,34330,False,940
2003,34,340,34340,False,757
2003,34,350,34350,False,468
2003,34,360,34360,False,842
2003,34,370,34370,False,897
2003,34,380,34380,False,596
2003,34,390,34390,False,1025
2003,35,011,35011,False,1550
2003,35,012,35012,False,1272
2003,35,020,35020,False,1683
2003,35,030,35030,False,2069
2003,35,040,35040,False,1212
2003,35,050,35050,False,836
2003,35,060,35060,False,1108
2003,35,310,35310,False,770
2003,35,320,35320,False,356
2003,35,330,35330,False,314
2003,35,340,35340,False,317
2003,35,350,35350,False,437
2003,35,360,35360,False,488
2003,35,370,35370,False,807
2003,35,380,35380,False,740
2003,36,010,36010,False,1231
2003,36,020,36020,False,1902
2003,36,030,36030,False,1493
2003,36,040,36040,False,1096
2003,36,060,36060,False,677
2003,36,310,36310,False,590
2003,36,320,36320,False,423
2003,36,330,36330,False,335
2003,36,350,36350,False,1188
2003,36,360,36360,False,683
2003,36,370,36370,False,758
2003,36,380,36380,False,620
2003,36,390,36390,False,519
2003,36,400,36400,False,1064
2003,36,410,36410,False,593
2003,36,420,36420,False,728
2003,36,430,36430,False,494
2003,36,440,36440,False,666
2003,36,450,36450,False,611
2003,36,460,36460,False,670
2003,36,470,36470,False,464
2003,36,480,36480,False,614
2003,37,011,37011,False,1297
2003,37,012,37012,False,1458
2003,37,020,37020,False,2017
2003,37,030,37030,False,1233
2003,37,040,37040,False,1562
2003,37,050,37050,False,1289
2003,37,060,37060,False,1023
2003,37,070,37070,False,1081
2003,37,080,37080,False,1296
2003,37,090,37090,False,832
2003,37,100,37100,False,1137
2003,37,310,37310,False,412
2003,37,320,37320,False,966
2003,37,330,37330,False,405
2003,37,340,37340,False,247
2003,37,350,37350,False,641
2003,37,360,37360,False,652
2003,37,370,37370,False,393
2003,37,380,37380,False,593
2003,37,390,37390,False,676
2003,37,400,37400,False,722
2003,37,410,37410,False,504
2003,37,420,37420,False,693
2003,37,430,37430,False,67
2003,38,010,38010,False,1693
2003,38,020,38020,False,2126
2003,38,030,38030,False,1916
2003,38,040,38040,False,794
2003,38,050,38050,False,923
2003,38,060,38060,False,893
2003,38,070,38070,False,1790
2003,38,080,38080,False,1136
2003,38,090,38090,False,927
2003,38,100,38100,False,1007
2003,38,310,38310,False,442
2003,38,320,38320,False,605
2003,38,330,38330,False,754
2003,38,340,38340,False,642
2003,38,350,38350,False,713
2003,38,360,38360,False,636
2003,38,370,38370,False,503
2003,38,380,38380,False,509
2003,38,390,38390,False,732
2003,38,400,38400,False,796
2003,39,010,39010,False,1138
2003,39,020,39020,False,471
2003,39,310,39310,False,727
2003,39,320,39320,False,534
2004,11,010,11010,False,789
2004,11,020,11020,False,653
2004,11,030,11030,False,1080
2004,11,040,11040,False,1338
2004,11,050,11050,False,1282
2004,11,060,11060,False,1659
2004,11,070,11070,False,1759
2004,11,080,11080,False,1920
2004,11,090,11090,False,1593
2004,11,100,11100,False,1433
2004,11,110,11110,False,2424
2004,11,120,11120,False,1987
2004,11,130,11130,False,1455
2004,11,140,11140,False,1550
2004,11,150,11150,False,1602
2004,11,160,11160,False,2013
2004,11,170,11170,False,1445
2004,11,180,11180,False,999
2004,11,190,11190,False,1464
2004,11,200,11200,False,1537
2004,11,210,11210,False,1943
2004,11,220,11220,False,1225
2004,11,230,11230,False,1570
2004,11,240,11240,False,1865
2004,11,250,11250,False,1689
2004,21,010,21010,False,364
2004,21,020,21020,False,944
2004,21,030,21030,False,819
2004,21,040,21040,False,1068
2004,21,050,21050,False,2096
2004,21,060,21060,False,1281
2004,21,070,21070,False,1475
2004,21,080,21080,False,1381
2004,21,090,21090,False,1840
2004,21,100,21100,False,1737
2004,21,110,21110,False,1449
2004,21,120,21120,False,436
2004,21,130,21130,False,1126
2004,21,140,21140,False,855
2004,21,150,21150,False,1266
2004,21,310,21310,False,585
2004,22,010,22010,False,583
2004,22,020,22020,False,1796
2004,22,030,22030,False,1395
2004,22,040,22040,False,1001
2004,22,050,22050,False,1992
2004,22,060,22060,False,1850
2004,22,070,22070,False,2303
2004,22,310,22310,False,928
2004,23,010,23010,False,545
2004,23,020,23020,False,458
2004,23,030,23030,False,1994
2004,23,040,23040,False,947
2004,23,050,23050,False,1597
2004,23,060,23060,False,2207
2004,23,070,23070,False,1140
2004,23,080,23080,False,1384
2004,23,310,23310,False,633
2004,23,320,23320,False,137
2004,24,010,24010,False,708
2004,24,020,24020,False,1224
2004,24,030,24030,False,1001
2004,24,040,24040,False,2006
2004,24,050,24050,False,1103
2004,25,010,25010,False,1262
2004,25,020,25020,False,1291
2004,25,030,25030,False,1777
2004,25,040,25040,False,676
2004,25,050,25050,False,945
2004,26,010,26010,False,897
2004,26,020,26020,False,1097
2004,26,030,26030,False,540
2004,26,040,26040,False,436
2004,26,310,26310,False,999
2004,31,011,31011,False,1069
2004,31,012,31012,False,961
2004,31,013,31013,False,937
2004,31,014,31014,False,588
2004,31,021,31021,False,1021
2004,31,022,31022,False,1075
2004,31,023,31023,False,1227
2004,31,030,31030,False,1699
2004,31,041,31041,False,1064
2004,31,042,31042,False,1104
2004,31,051,31051,False,1388
2004,31,052,31052,False,859
2004,31,053,31053,False,690
2004,31,060,31060,False,1232
2004,31,070,31070,False,1845
2004,31,080,31080,False,531
2004,31,091,31091,False,1101
2004,31,092,31092,False,960
2004,31,101,31101,False,1587
2004,31,102,31102,False,1598
2004,31,110,31110,False,247
2004,31,120,31120,False,706
2004,31,130,31130,False,1880
2004,31,140,31140,False,400
2004,31,150,31150,False,1143
2004,31,160,31160,False,894
2004,31,170,31170,False,581
2004,31,180,31180,False,605
2004,31,190,31190,False,2257
2004,31,200,31200,False,1443
2004,31,210,31210,False,991
2004,31,220,31220,False,981
2004,31,230,31230,False,975
2004,31,240,31240,False,1398
2004,31,250,31250,False,929
2004,31,260,31260,False,814
2004,31,270,31270,False,979
2004,31,320,31320,False,805
2004,31,350,31350,False,424
2004,31,370,31370,False,549
2004,31,380,31380,False,729
2004,32,010,32010,False,1447
2004,32,020,32020,False,1499
2004,32,030,32030,False,1521
2004,32,040,32040,False,638
2004,32,050,32050,False,386
2004,32,060,32060,False,556
2004,32,070,32070,False,664
2004,32,310,32310,False,649
2004,32,320,32320,False,414
2004,32,330,32330,False,485
2004,32,340,32340,False,395
2004,32,350,32350,False,425
2004,32,360,32360,False,386
2004,32,370,32370,False,213
2004,32,380,32380,False,172
2004,32,390,32390,False,255
2004,32,400,32400,False,288
2004,32,410,32410,False,258
2004,33,011,33011,False,1125
2004,33,012,33012,False,1354
2004,33,020,33020,False,1383
2004,33,030,33030,False,1012
2004,33,310,33310,False,988
2004,33,320,33320,False,476
2004,33,330,33330,False,527
2004,33,340,33340,False,580
2004,33,350,33350,False,438
2004,33,360,33360,False,478
2004,33,370,33370,False,677
2004,33,380,33380,False,356
2004,33,390,33390,False,211
2004,34,010,34010,False,2028
2004,34,020,34020,False,1067
2004,34,030,34030,False,896
2004,34,040,34040,False,1231
2004,34,050,34050,False,969
2004,34,060,34060,False,1205
2004,34,070,34070,False,111
2004,34,310,34310,False,610
2004,34,320,34320,False,711
2004,34,330,34330,False,926
2004,34,340,34340,False,706
2004,34,350,34350,False,432
2004,34,360,34360,False,865
2004,34,370,34370,False,867
2004,34,380,34380,False,543
2004,34,390,34390,False,920
2004,35,011,35011,False,1546
2004,35,012,35012,False,1180
2004,35,020,35020,False,1633
2004,35,030,35030,False,2006
2004,35,040,35040,False,1182
2004,35,050,35050,False,854
2004,35,060,35060,False,1121
2004,35,310,35310,False,768
2004,35,320,35320,False,345
2004,35,330,35330,False,300
2004,35,340,35340,False,312
2004,35,350,35350,False,425
2004,35,360,35360,False,424
2004,35,370,35370,False,756
2004,35,380,35380,False,722
2004,36,010,36010,False,1235
2004,36,020,36020,False,1923
2004,36,030,36030,False,1539
2004,36,040,36040,False,1095
2004,36,060,36060,False,672
2004,36,310,36310,False,542
2004,36,320,36320,False,433
2004,36,330,36330,False,328
2004,36,350,36350,False,1179
2004,36,360,36360,False,678
2004,36,370,36370,False,701
2004,36,380,36380,False,598
2004,36,390,36390,False,474
2004,36,400,36400,False,1029
2004,36,410,36410,False,619
2004,36,420,36420,False,645
2004,36,430,36430,False,510
2004,36,440,36440,False,640
2004,36,450,36450,False,562
2004,36,460,36460,False,655
2004,36,470,36470,False,469
2004,36,480,36480,False,615
2004,37,011,37011,False,1326
2004,37,012,37012,False,1326
2004,37,020,37020,False,2015
2004,37,030,37030,False,1293
2004,37,040,37040,False,1401
2004,37,050,37050,False,1400
2004,37,060,37060,False,1038
2004,37,070,37070,False,1071
2004,37,080,37080,False,1193
2004,37,090,37090,False,806
2004,37,100,37100,False,1201
2004,37,310,37310,False,352
2004,37,320,37320,False,913
2004,37,330,37330,False,359
2004,37,340,37340,False,242
2004,37,350,37350,False,622
2004,37,360,37360,False,603
2004,37,370,37370,False,359
2004,37,380,37380,False,589
2004,37,390,37390,False,716
2004,37,400,37400,False,692
2004,37,410,37410,False,479
2004,37,420,37420,False,611
2004,37,430,37430,False,77
2004,38,010,38010,False,1709
2004,38,020,38020,False,2194
2004,38,030,38030,False,1881
2004,38,040,38040,False,798
2004,38,050,38050,False,916
2004,38,060,38060,False,869
2004,38,070,38070,False,1827
2004,38,080,38080,False,1075
2004,38,090,38090,False,944
2004,38,100,38100,False,995
2004,38,310,38310,False,436
2004,38,320,38320,False,614
2004,38,330,38330,False,799
2004,38,340,38340,False,642
2004,38,350,38350,False,725
2004,38,360,38360,False,620
2004,38,370,38370,False,504
2004,38,380,38380,False,501
2004,38,390,38390,False,679
2004,38,400,38400,False,753
2004,39,010,39010,False,1205
2004,39,020,39020,False,437
2004,39,310,39310,False,720
2004,39,320,39320,False,521
2005,11,010,11010,False,906
2005,11,020,11020,False,613
2005,11,030,11030,False,1115
2005,11,040,11040,False,1291
2005,11,050,11050,False,1217
2005,11,060,11060,False,1711
2005,11,070,11070,False,1826
2005,11,080,11080,False,1966
2005,11,090,11090,False,1539
2005,11,100,11100,False,1422
2005,11,110,11110,False,2544
2005,11,120,11120,False,2043
2005,11,130,11130,False,1466
2005,11,140,11140,False,1457
2005,11,150,11150,False,1608
2005,11,160,11160,False,2145
2005,11,170,11170,False,1440
2005,11,180,11180,False,1037
2005,11,190,11190,False,1534
2005,11,200,11200,False,1548
2005,11,210,11210,False,1933
2005,11,220,11220,False,1283
2005,11,230,11230,False,1697
2005,11,240,11240,False,1849
2005,11,250,11250,False,1561
2005,21,010,21010,False,346
2005,21,020,21020,False,967
2005,21,030,21030,False,755
2005,21,040,21040,False,1056
2005,21,050,21050,False,2158
2005,21,060,21060,False,1306
2005,21,070,21070,False,1551
2005,21,080,21080,False,1465
2005,21,090,21090,False,1883
2005,21,100,21100,False,1824
2005,21,110,21110,False,1367
2005,21,120,21120,False,419
2005,21,130,21130,False,1031
2005,21,140,21140,False,879
2005,21,150,21150,False,1274
2005,21,310,21310,False,573
2005,22,010,22010,False,526
2005,22,020,22020,False,1795
2005,22,030,22030,False,1315
2005,22,040,22040,False,949
2005,22,050,22050,False,1890
2005,22,060,22060,False,1805
2005,22,070,22070,False,2318
2005,22,310,22310,False,909
2005,23,010,23010,False,522
2005,23,020,23020,False,550
2005,23,030,23030,False,1953
2005,23,040,23040,False,915
2005,23,050,23050,False,1608
2005,23,060,23060,False,2242
2005,23,070,23070,False,1146
2005,23,080,23080,False,1419
2005,23,310,23310,False,667
2005,23,320,23320,False,122
2005,24,010,24010,False,701
2005,24,020,24020,False,1183
2005,24,030,24030,False,1080
2005,24,040,24040,False,1814
2005,24,050,24050,False,1161
2005,25,010,25010,False,1260
2005,25,020,25020,False,1322
2005,25,030,25030,False,1613
2005,25,040,25040,False,704
2005,25,050,25050,False,880
2005,26,010,26010,False,961
2005,26,020,26020,False,1107
2005,26,030,26030,False,619
2005,26,040,26040,False,438
2005,26,310,26310,False,983
2005,31,011,31011,False,1036
2005,31,012,31012,False,995
2005,31,013,31013,False,908
2005,31,014,31014,False,539
2005,31,021,31021,False,1049
2005,31,022,31022,False,1123
2005,31,023,31023,False,1283
2005,31,030,31030,False,1695
2005,31,041,31041,False,1050
2005,31,042,31042,False,1123
2005,31,051,31051,False,1374
2005,31,052,31052,False,858
2005,31,053,31053,False,747
2005,31,060,31060,False,1211
2005,31,070,31070,False,1899
2005,31,080,31080,False,515
2005,31,091,31091,False,1155
2005,31,092,31092,False,1020
2005,31,101,31101,False,1567
2005,31,103,31103,False,740
2005,31,104,31104,False,946
2005,31,110,31110,False,224
2005,31,120,31120,False,756
2005,31,130,31130,False,1957
2005,31,140,31140,False,473
2005,31,150,31150,False,1142
2005,31,160,31160,False,896
2005,31,170,31170,False,511
2005,31,180,31180,False,588
2005,31,191,31191,False,989
2005,31,192,31192,False,658
2005,31,193,31193,False,734
2005,31,200,31200,False,1502
2005,31,210,31210,False,966
2005,31,220,31220,False,1070
2005,31,230,31230,False,999
2005,31,240,31240,False,1459
2005,31,250,31250,False,937
2005,31,260,31260,False,875
2005,31,270,31270,False,957
2005,31,320,31320,False,753
2005,31,350,31350,False,444
2005,31,370,31370,False,511
2005,31,380,31380,False,757
2005,32,010,32010,False,1400
2005,32,020,32020,False,1571
2005,32,030,32030,False,1601
2005,32,040,32040,False,613
2005,32,050,32050,False,404
2005,32,060,32060,False,570
2005,32,070,32070,False,643
2005,32,310,32310,False,565
2005,32,320,32320,False,391
2005,32,330,32330,False,447
2005,32,340,32340,False,387
2005,32,350,32350,False,395
2005,32,360,32360,False,405
2005,32,370,32370,False,202
2005,32,380,32380,False,181
2005,32,390,32390,False,257
2005,32,400,32400,False,297
2005,32,410,32410,False,244
2005,33,011,33011,False,1105
2005,33,012,33012,False,1434
2005,33,020,33020,False,1355
2005,33,030,33030,False,982
2005,33,310,33310,False,1048
2005,33,320,33320,False,466
2005,33,330,33330,False,589
2005,33,340,33340,False,532
2005,33,350,33350,False,479
2005,33,360,33360,False,469
2005,33,370,33370,False,700
2005,33,380,33380,False,361
2005,33,390,33390,False,207
2005,34,010,34010,False,1996
2005,34,020,34020,False,1125
2005,34,030,34030,False,867
2005,34,040,34040,False,1248
2005,34,050,34050,False,932
2005,34,060,34060,False,1177
2005,34,070,34070,False,116
2005,34,310,34310,False,618
2005,34,320,34320,False,724
2005,34,330,34330,False,919
2005,34,340,34340,False,715
2005,34,350,34350,False,448
2005,34,360,34360,False,791
2005,34,370,34370,False,889
2005,34,380,34380,False,549
2005,34,390,34390,False,904
2005,35,011,35011,False,1610
2005,35,012,35012,False,1242
2005,35,020,35020,False,1665
2005,35,030,35030,False,1911
2005,35,040,35040,False,1263
2005,35,050,35050,False,885
2005,35,060,35060,False,994
2005,35,310,35310,False,740
2005,35,320,35320,False,323
2005,35,330,35330,False,296
2005,35,340,35340,False,270
2005,35,350,35350,False,422
2005,35,360,35360,False,379
2005,35,370,35370,False,762
2005,35,380,35380,False,694
2005,36,010,36010,False,1108
2005,36,020,36020,False,1871
2005,36,030,36030,False,1474
2005,36,040,36040,False,967
2005,36,060,36060,False,689
2005,36,310,36310,False,580
2005,36,320,36320,False,428
2005,36,330,36330,False,354
2005,36,350,36350,False,1106
2005,36,360,36360,False,634
2005,36,370,36370,False,660
2005,36,380,36380,False,569
2005,36,390,36390,False,511
2005,36,400,36400,False,916
2005,36,410,36410,False,529
2005,36,420,36420,False,639
2005,36,430,36430,False,487
2005,36,440,36440,False,680
2005,36,450,36450,False,538
2005,36,460,36460,False,599
2005,36,470,36470,False,416
2005,36,480,36480,False,574
2005,37,011,37011,False,1315
2005,37,012,37012,False,1314
2005,37,020,37020,False,1879
2005,37,030,37030,False,1184
2005,37,040,37040,False,1444
2005,37,050,37050,False,1414
2005,37,060,37060,False,991
2005,37,070,37070,False,1046
2005,37,080,37080,False,1170
2005,37,090,37090,False,853
2005,37,100,37100,False,1245
2005,37,310,37310,False,369
2005,37,320,37320,False,870
2005,37,330,37330,False,378
2005,37,340,37340,False,260
2005,37,350,37350,False,585
2005,37,360,37360,False,658
2005,37,370,37370,False,355
2005,37,380,37380,False,556
2005,37,390,37390,False,652
2005,37,400,37400,False,671
2005,37,410,37410,False,418
2005,37,420,37420,False,610
2005,37,430,37430,False,73
2005,38,010,38010,False,1690
2005,38,020,38020,False,2224
2005,38,030,38030,False,1857
2005,38,040,38040,False,801
2005,38,050,38050,False,959
2005,38,060,38060,False,872
2005,38,070,38070,False,1862
2005,38,080,38080,False,1068
2005,38,090,38090,False,954
2005,38,100,38100,False,997
2005,38,310,38310,False,415
2005,38,320,38320,False,602
2005,38,330,38330,False,762
2005,38,340,38340,False,684
2005,38,350,38350,False,654
2005,38,360,38360,False,629
2005,38,370,38370,False,476
2005,38,380,38380,False,484
2005,38,390,38390,False,675
2005,38,400,38400,False,755
2005,39,010,39010,False,1177
2005,39,020,39020,False,480
2005,39,310,39310,False,786
2005,39,320,39320,False,525
2006,11,010,11010,False,809
2006,11,020,11020,False,654
2006,11,030,11030,False,1057
2006,11,040,11040,False,1324
2006,11,050,11050,False,1192
2006,11,060,11060,False,1707
2006,11,070,11070,False,1778
2006,11,080,11080,False,1957
2006,11,090,11090,False,1620
2006,11,100,11100,False,1439
2006,11,110,11110,False,2524
2006,11,120,11120,False,1997
2006,11,130,11130,False,1476
2006,11,140,11140,False,1503
2006,11,150,11150,False,1661
2006,11,160,11160,False,2188
2006,11,170,11170,False,1445
2006,11,180,11180,False,1053
2006,11,190,11190,False,1593
2006,11,200,11200,False,1529
2006,11,210,11210,False,1907
2006,11,220,11220,False,1204
2006,11,230,11230,False,1534
2006,11,240,11240,False,1873
2006,11,250,11250,False,1495
2006,21,010,21010,False,356
2006,21,020,21020,False,904
2006,21,030,21030,False,754
2006,21,040,21040,False,1067
2006,21,050,21050,False,2189
2006,21,060,21060,False,1370
2006,21,070,21070,False,1486
2006,21,080,21080,False,1388
2006,21,090,21090,False,1912
2006,21,100,21100,False,1790
2006,21,110,21110,False,1484
2006,21,120,21120,False,426
2006,21,130,21130,False,1098
2006,21,140,21140,False,943
2006,21,150,21150,False,1253
2006,21,310,21310,False,563
2006,22,010,22010,False,520
2006,22,020,22020,False,1828
2006,22,030,22030,False,1216
2006,22,040,22040,False,981
2006,22,050,22050,False,1882
2006,22,060,22060,False,1812
2006,22,070,22070,False,2250
2006,22,310,22310,False,870
2006,23,010,23010,False,489
2006,23,020,23020,False,513
2006,23,030,23030,False,2014
2006,23,040,23040,False,1000
2006,23,050,23050,False,1549
2006,23,060,23060,False,2220
2006,23,070,23070,False,1120
2006,23,080,23080,False,1379
2006,23,310,23310,False,619
2006,23,320,23320,False,165
2006,24,010,24010,False,653
2006,24,020,24020,False,1150
2006,24,030,24030,False,1046
2006,24,040,24040,False,1830
2006,24,050,24050,False,1093
2006,25,010,25010,False,1252
2006,25,020,25020,False,1286
2006,25,030,25030,False,1763
2006,25,040,25040,False,759
2006,25,050,25050,False,892
2006,26,010,26010,False,944
2006,26,020,26020,False,1084
2006,26,030,26030,False,633
2006,26,040,26040,False,440
2006,26,310,26310,False,1003
2006,31,011,31011,False,1031
2006,31,012,31012,False,998
2006,31,013,31013,False,869
2006,31,014,31014,False,649
2006,31,021,31021,False,1035
2006,31,022,31022,False,988
2006,31,023,31023,False,1300
2006,31,030,31030,False,1755
2006,31,041,31041,False,1065
2006,31,042,31042,False,1044
2006,31,051,31051,False,1428
2006,31,052,31052,False,829
2006,31,053,31053,False,711
2006,31,060,31060,False,1210
2006,31,070,31070,False,1953
2006,31,080,31080,False,529
2006,31,091,31091,False,1200
2006,31,092,31092,False,1054
2006,31,101,31101,False,1578
2006,31,103,31103,False,791
2006,31,104,31104,False,936
2006,31,110,31110,False,235
2006,31,120,31120,False,660
2006,31,130,31130,False,1988
2006,31,140,31140,False,403
2006,31,150,31150,False,1172
2006,31,160,31160,False,895
2006,31,170,31170,False,516
2006,31,180,31180,False,588
2006,31,191,31191,False,963
2006,31,192,31192,False,718
2006,31,193,31193,False,805
2006,31,200,31200,False,1525
2006,31,210,31210,False,1015
2006,31,220,31220,False,1000
2006,31,230,31230,False,1001
2006,31,240,31240,False,1405
2006,31,250,31250,False,949
2006,31,260,31260,False,843
2006,31,270,31270,False,1038
2006,31,320,31320,False,781
2006,31,350,31350,False,428
2006,31,370,31370,False,538
2006,31,380,31380,False,776
2006,32,010,32010,False,1507
2006,32,020,32020,False,1605
2006,32,030,32030,False,1361
2006,32,040,32040,False,576
2006,32,050,32050,False,385
2006,32,060,32060,False,540
2006,32,070,32070,False,643
2006,32,310,32310,False,593
2006,32,320,32320,False,451
2006,32,330,32330,False,460
2006,32,340,32340,False,408
2006,32,350,32350,False,381
2006,32,360,32360,False,422
2006,32,370,32370,False,176
2006,32,380,32380,False,174
2006,32,390,32390,False,267
2006,32,400,32400,False,266
2006,32,410,32410,False,275
2006,33,011,33011,False,1114
2006,33,012,33012,False,1339
2006,33,020,33020,False,1336
2006,33,030,33030,False,936
2006,33,310,33310,False,1001
2006,33,320,33320,False,466
2006,33,330,33330,False,573
2006,33,340,33340,False,488
2006,33,350,33350,False,500
2006,33,360,33360,False,524
2006,33,370,33370,False,728
2006,33,380,33380,False,350
2006,33,390,33390,False,200
2006,34,010,34010,False,2049
2006,34,020,34020,False,1076
2006,34,030,34030,False,901
2006,34,040,34040,False,1169
2006,34,050,34050,False,949
2006,34,060,34060,False,1109
2006,34,070,34070,False,117
2006,34,310,34310,False,618
2006,34,320,34320,False,699
2006,34,330,34330,False,833
2006,34,340,34340,False,676
2006,34,350,34350,False,439
2006,34,360,34360,False,735
2006,34,370,34370,False,836
2006,34,380,34380,False,552
2006,34,390,34390,False,859
2006,35,011,35011,False,1632
2006,35,012,35012,False,1222
2006,35,020,35020,False,1641
2006,35,030,35030,False,1926
2006,35,040,35040,False,1134
2006,35,050,35050,False,824
2006,35,060,35060,False,1060
2006,35,310,35310,False,772
2006,35,320,35320,False,319
2006,35,330,35330,False,311
2006,35,340,35340,False,312
2006,35,350,35350,False,384
2006,35,360,35360,False,369
2006,35,370,35370,False,766
2006,35,380,35380,False,675
2006,36,010,36010,False,1180
2006,36,020,36020,False,1794
2006,36,030,36030,False,1522
2006,36,040,36040,False,942
2006,36,060,36060,False,608
2006,36,310,36310,False,536
2006,36,320,36320,False,419
2006,36,330,36330,False,333
2006,36,350,36350,False,1115
2006,36,360,36360,False,686
2006,36,370,36370,False,610
2006,36,380,36380,False,507
2006,36,390,36390,False,482
2006,36,400,36400,False,923
2006,36,410,36410,False,561
2006,36,420,36420,False,724
2006,36,430,36430,False,495
2006,36,440,36440,False,664
2006,36,450,36450,False,509
2006,36,460,36460,False,677
2006,36,470,36470,False,404
2006,36,480,36480,False,562
2006,37,011,37011,False,1295
2006,37,012,37012,False,1343
2006,37,020,37020,False,1974
2006,37,030,37030,False,1148
2006,37,040,37040,False,1371
2006,37,050,37050,False,1365
2006,37,060,37060,False,918
2006,37,070,37070,False,1008
2006,37,080,37080,False,1160
2006,37,090,37090,False,816
2006,37,100,37100,False,1232
2006,37,310,37310,False,382
2006,37,320,37320,False,908
2006,37,330,37330,False,393
2006,37,340,37340,False,255
2006,37,350,37350,False,520
2006,37,360,37360,False,613
2006,37,370,37370,False,343
2006,37,380,37380,False,540
2006,37,390,37390,False,645
2006,37,400,37400,False,608
2006,37,410,37410,False,416
2006,37,420,37420,False,598
2006,37,430,37430,False,92
2006,38,010,38010,False,1612
2006,38,020,38020,False,2123
2006,38,030,38030,False,1869
2006,38,040,38040,False,840
2006,38,050,38050,False,874
2006,38,060,38060,False,907
2006,38,070,38070,False,1936
2006,38,080,38080,False,1052
2006,38,090,38090,False,891
2006,38,100,38100,False,1003
2006,38,310,38310,False,427
2006,38,320,38320,False,568
2006,38,330,38330,False,736
2006,38,340,38340,False,613
2006,38,350,38350,False,622
2006,38,360,38360,False,548
2006,38,370,38370,False,476
2006,38,380,38380,False,499
2006,38,390,38390,False,625
2006,38,400,38400,False,761
2006,39,010,39010,False,1994
2006,39,020,39020,False,1029
2007,11,010,11010,False,821
2007,11,020,11020,False,655
2007,11,030,11030,False,1094
2007,11,040,11040,False,1328
2007,11,050,11050,False,1251
2007,11,060,11060,False,1751
2007,11,070,11070,False,1725
2007,11,080,11080,False,1939
2007,11,090,11090,False,1554
2007,11,100,11100,False,1510
2007,11,110,11110,False,2508
2007,11,120,11120,False,2041
2007,11,130,11130,False,1527
2007,11,140,11140,False,1542
2007,11,150,11150,False,1659
2007,11,160,11160,False,2143
2007,11,170,11170,False,1531
2007,11,180,11180,False,987
2007,11,190,11190,False,1597
2007,11,200,11200,False,1621
2007,11,210,11210,False,1893
2007,11,220,11220,False,1197
2007,11,230,11230,False,1612
2007,11,240,11240,False,1939
2007,11,250,11250,False,1591
2007,21,010,21010,False,332
2007,21,020,21020,False,938
2007,21,030,21030,False,759
2007,21,040,21040,False,1069
2007,21,050,21050,False,2180
2007,21,060,21060,False,1360
2007,21,070,21070,False,1500
2007,21,080,21080,False,1473
2007,21,090,21090,False,1990
2007,21,100,21100,False,1832
2007,21,110,21110,False,1442
2007,21,120,21120,False,433
2007,21,130,21130,False,1114
2007,21,140,21140,False,912
2007,21,150,21150,False,1266
2007,21,310,21310,False,570
2007,22,010,22010,False,532
2007,22,020,22020,False,1810
2007,22,030,22030,False,1216
2007,22,040,22040,False,1028
2007,22,050,22050,False,1788
2007,22,060,22060,False,1817
2007,22,070,22070,False,2249
2007,22,310,22310,False,842
2007,23,010,23010,False,543
2007,23,020,23020,False,535
2007,23,030,23030,False,2002
2007,23,040,23040,False,978
2007,23,050,23050,False,1627
2007,23,060,23060,False,2241
2007,23,070,23070,False,1216
2007,23,080,23080,False,1445
2007,23,310,23310,False,645
2007,23,320,23320,False,144
2007,24,010,24010,False,690
2007,24,020,24020,False,1213
2007,24,030,24030,False,1105
2007,24,040,24040,False,1941
2007,24,050,24050,False,1158
2007,25,010,25010,False,1248
2007,25,020,25020,False,1309
2007,25,030,25030,False,1782
2007,25,040,25040,False,812
2007,25,050,25050,False,840
2007,26,010,26010,False,945
2007,26,020,26020,False,1114
2007,26,030,26030,False,592
2007,26,040,26040,False,471
2007,26,310,26310,False,1009
2007,31,011,31011,False,1063
2007,31,012,31012,False,1104
2007,31,013,31013,False,899
2007,31,014,31014,False,585
2007,31,021,31021,False,1067
2007,31,022,31022,False,1056
2007,31,023,31023,False,1313
2007,31,030,31030,False,1709
2007,31,041,31041,False,1008
2007,31,042,31042,False,1004
2007,31,051,31051,False,1488
2007,31,052,31052,False,853
2007,31,053,31053,False,747
2007,31,060,31060,False,1225
2007,31,070,31070,False,1939
2007,31,080,31080,False,571
2007,31,091,31091,False,1166
2007,31,092,31092,False,1082
2007,31,101,31101,False,1605
2007,31,103,31103,False,881
2007,31,104,31104,False,930
2007,31,110,31110,False,218
2007,31,120,31120,False,718
2007,31,130,31130,False,1983
2007,31,140,31140,False,472
2007,31,150,31150,False,1173
2007,31,160,31160,False,898
2007,31,170,31170,False,498
2007,31,180,31180,False,592
2007,31,191,31191,False,1004
2007,31,192,31192,False,892
2007,31,193,31193,False,814
2007,31,200,31200,False,1598
2007,31,210,31210,False,994
2007,31,220,31220,False,1032
2007,31,230,31230,False,921
