year,sido_code,sido_name,raw_code,sigungu_name,code_len
1981,11,서울특별시,1111,종로구,4
1981,11,서울특별시,1112,중구,4
1981,11,서울특별시,1113,용산구,4
1981,11,서울특별시,1114,성동구,4
1981,11,서울특별시,1115,동대문구,4
1981,11,서울특별시,1116,성북구,4
1981,11,서울특별시,1117,도봉구,4
1981,11,서울특별시,1118,은평구,4
1981,11,서울특별시,1119,서대문구,4
1981,11,서울특별시,1120,마포구,4
1981,11,서울특별시,1121,강서구,4
1981,11,서울특별시,1122,구로구,4
1981,11,서울특별시,1123,영등포구,4
1981,11,서울특별시,1124,동작구,4
1981,11,서울특별시,1125,관악구,4
1981,11,서울특별시,1126,강남구,4
1981,11,서울특별시,1127,강동구,4
1981,21,부산광역시,2111,중구,4
1981,21,부산광역시,2112,서구,4
1981,21,부산광역시,2113,동구,4
1981,21,부산광역시,2114,영도구,4
1981,21,부산광역시,2115,부산진구,4
1981,21,부산광역시,2116,동래구,4
1981,21,부산광역시,2117,남구,4
1981,21,부산광역시,2118,북구,4
1981,21,부산광역시,2119,해운대구,4
1981,21,부산광역시,2120,사하출장소,4
1981,22,대구광역시,2211,중구,4
1981,22,대구광역시,2212,동구,4
1981,22,대구광역시,2213,서구,4
1981,22,대구광역시,2214,남구,4
1981,22,대구광역시,2215,북구,4
1981,22,대구광역시,2216,수성구,4
1981,23,인천광역시,2311,중구,4
1981,23,인천광역시,2312,동구,4
1981,23,인천광역시,2313,미추홀구(남구),4
1981,23,인천광역시,2314,북구,4
1981,31,경기도,3111,수원시,4
1981,31,경기도,3112,성남시,4
1981,31,경기도,3113,의정부시,4
1981,31,경기도,3114,안양시,4
1981,31,경기도,3115,부천시,4
1981,31,경기도,3116,광명시,4
1981,31,경기도,3117,송탄시,4
1981,31,경기도,3118,동두천시,4
1981,31,경기도,3131,양주군,4
1981,31,경기도,3132,남양주군,4
1981,31,경기도,3133,여주군,4
1981,31,경기도,3134,평택군,4
1981,31,경기도,3135,화성군,4
1981,31,경기도,3136,시흥군,4
1981,31,경기도,3137,파주군,4
1981,31,경기도,3138,고양군,4
1981,31,경기도,3139,광주군,4
1981,31,경기도,3140,연천군,4
1981,31,경기도,3141,포천군,4
1981,31,경기도,3142,가평군,4
1981,31,경기도,3143,양평군,4
1981,31,경기도,3144,이천군,4
1981,31,경기도,3145,용인군,4
1981,31,경기도,3146,안성군,4
1981,31,경기도,3147,김포군,4
1981,31,경기도,3148,강화군,4
1981,31,경기도,3149,옹진군,4
1981,31,경기도,3150,반월출장소,4
1981,31,경기도,3151,과천출장소,4
1981,32,강원도,3211,춘천시,4
1981,32,강원도,3212,원주시,4
1981,32,강원도,3213,강릉시,4
1981,32,강원도,3214,동해시,4
1981,32,강원도,3215,태백시,4
1981,32,강원도,3216,속초시,4
1981,32,강원도,3231,춘성군,4
1981,32,강원도,3232,홍천군,4
1981,32,강원도,3233,횡성군,4
1981,32,강원도,3234,원성군,4
1981,32,강원도,3235,영월군,4
1981,32,강원도,3236,평창군,4
1981,32,강원도,3237,정선군,4
1981,32,강원도,3238,철원군,4
1981,32,강원도,3239,화천군,4
1981,32,강원도,3240,양구군,4
1981,32,강원도,3241,인제군,4
1981,32,강원도,3242,고성군,4
1981,32,강원도,3243,양양군,4
1981,32,강원도,3244,명주군,4
1981,32,강원도,3245,삼척군,4
1981,33,충청북도,3311,청주시,4
1981,33,충청북도,3312,충주시,4
1981,33,충청북도,3313,제천시,4
1981,33,충청북도,3331,청원군,4
1981,33,충청북도,3332,보은군,4
1981,33,충청북도,3333,옥천군,4
1981,33,충청북도,3334,영동군,4
1981,33,충청북도,3335,진천군,4
1981,33,충청북도,3336,괴산군,4
1981,33,충청북도,3337,음성군,4
1981,33,충청북도,3338,중원군,4
1981,33,충청북도,3339,제원군,4
1981,33,충청북도,3340,단양군,4
1981,34,충청남도,3400,대전광역시,4
1981,34,충청남도,3401,동구,4
1981,34,충청남도,3402,중구,4
1981,34,충청남도,3411,천안시,4
1981,34,충청남도,3431,금산군,4
1981,34,충청남도,3432,대덕군,4
1981,34,충청남도,3433,연기군,4
1981,34,충청남도,3434,공주군,4
1981,34,충청남도,3435,논산군,4
1981,34,충청남도,3436,부여군,4
1981,34,충청남도,3437,서천군,4
1981,34,충청남도,3438,보령군,4
1981,34,충청남도,3439,청양군,4
1981,34,충청남도,3440,홍성군,4
1981,34,충청남도,3441,예산군,4
1981,34,충청남도,3442,서산군,4
1981,34,충청남도,3443,당진군,4
1981,34,충청남도,3444,아산군,4
1981,34,충청남도,3445,천원군,4
1981,35,전라북도,3511,전주시,4
1981,35,전라북도,3512,군산시,4
1981,35,전라북도,3513,이리시,4
1981,35,전라북도,3514,정주시,4
1981,35,전라북도,3515,남원시,4
1981,35,전라북도,3531,완주군,4
1981,35,전라북도,3532,진안군,4
1981,35,전라북도,3533,무주군,4
1981,35,전라북도,3534,장수군,4
1981,35,전라북도,3535,임실군,4
1981,35,전라북도,3536,남원군,4
1981,35,전라북도,3537,순창군,4
1981,35,전라북도,3538,정읍군,4
1981,35,전라북도,3539,고창군,4
1981,35,전라북도,3540,부안군,4
1981,35,전라북도,3541,김제군,4
1981,35,전라북도,3542,옥구군,4
1981,35,전라북도,3543,익산군,4
1981,36,전라남도,3600,광주시,4
1981,36,전라남도,3601,동구,4
1981,36,전라남도,3602,서구,4
1981,36,전라남도,3603,북구,4
1981,36,전라남도,3611,목포시,4
1981,36,전라남도,3612,여수시,4
1981,36,전라남도,3613,순천시,4
1981,36,전라남도,3614,금성시,4
1981,36,전라남도,3631,광산군,4
1981,36,전라남도,3632,담양군,4
1981,36,전라남도,3633,곡성군,4
1981,36,전라남도,3634,구례군,4
1981,36,전라남도,3635,광양군,4
1981,36,전라남도,3636,여천군,4
1981,36,전라남도,3637,승주군,4
1981,36,전라남도,3638,고흥군,4
1981,36,전라남도,3639,보성군,4
1981,36,전라남도,3640,화순군,4
1981,36,전라남도,3641,장흥군,4
1981,36,전라남도,3642,강진군,4
1981,36,전라남도,3643,해남군,4
1981,36,전라남도,3644,영암군,4
1981,36,전라남도,3645,무안군,4
1981,36,전라남도,3646,나주군,4
1981,36,전라남도,3647,함평군,4
1981,36,전라남도,3648,영광군,4
1981,36,전라남도,3649,장성군,4
1981,36,전라남도,3650,완도군,4
1981,36,전라남도,3651,진도군,4
1981,36,전라남도,3652,신안군,4
1981,36,전라남도,3653,여천출장소,4
1981,37,경상북도,3711,포항시,4
1981,37,경상북도,3712,경주시,4
1981,37,경상북도,3713,김천시,4
1981,37,경상북도,3714,안동시,4
1981,37,경상북도,3715,구미시,4
1981,37,경상북도,3716,영주시,4
1981,37,경상북도,3717,영천시,4
1981,37,경상북도,3731,달성군,4
1981,37,경상북도,3732,군위군,4
1981,37,경상북도,3733,의성군,4
1981,37,경상북도,3734,안동군,4
1981,37,경상북도,3735,청송군,4
1981,37,경상북도,3736,영양군,4
1981,37,경상북도,3737,영덕군,4
